,Accounts Receivable Turnover,Debt/Equity,Accounts Payable Turnover,Average Payables,Capex to Sales,Inventory Turnover,ROIC,Working Capital,Book value per Share,P/E ratio,Average Receivables,Price to Tangible BV,Average Inventory,P/FCF ratio,Average Common Equity,P/S ratio,Average Assets,Capital Expenditures,Average Days of Payables,EV/Sales,P/B ratio,ROE,Free Cash Flow,Average Days of Receivables,Interest Debt per Share,Capex/Depreciation,Net Profit Margin,Earnings Yield,"Selling, General and Administrative Expense of Revenue",Return on Tangible Assets,Intangible Assets out of Total Assets,Interest Coverage,Days of Inventory on Hand,Net Current Asset Value,Free Cash Flow per Share,Net Debt/EBITDA,EV/FCF,EV/EBIT,ROA,Current Ratio,Free Cash Flow Yield,Asset Turnover,Cash ROIC,Graham Net Nets,EV/Operating CF,Operating CF/Net income,Quick Ratio,Graham Number,Depreciation/Fixed assets,Share Based Compensation of Revenue,Shareholders Equity per Share,Cash per Share,Capex per Share,P/Operating CF,Revenue per Share,EV/EBITDA,Operating CF per Share,Debt/Assets,Research and Development Expense of Revenue,year,ticker
1,2302.8089,0.3503,3.9282,7046800000.0,0.5341,4.6709,0.2389,30595500000.0,14.9566,29.2015,24850000.0,8.1455,5926350000.0,65.4823,71471100000.0,10.9032,116302750000.0,-30564000000.0,92.4364,10.6188,8.0439,0.2988,9528300000.0,0.1786,5.2386,-2.0072,0.3732,0.0342,0.028,0.2098,0.0072,0.0,91.789,1205900000.0,1.8373,-0.421,63.7743,25.9338,0.1836,2.1192,0.0153,0.492,-0.2099,0.0019,15.1565,1.8775,1.5901,37.2355,0.2139,0.0,14.9566,8.3767,-5.8935,45.3999,11.0343,15.7188,7.7308,0.2023,0.0786,2021,TSM
2,1827.3448,0.2003,3.4058,6567700000.0,0.3854,5.8359,0.2528,16392000000.0,12.6063,32.0706,26100000.0,8.7728,3832950000.0,51.8082,59675500000.0,11.8565,87015000000.0,-18382300000.0,115.5819,11.5322,8.6497,0.3048,10914900000.0,0.1661,2.5256,-1.556,0.3814,0.0312,0.0266,0.2534,0.0093,0.0,79.8171,5959700000.0,2.1047,-0.4834,50.391,27.2491,0.209,1.7284,0.0193,0.5481,-0.2438,0.0105,18.7736,1.6107,1.2704,31.0545,0.2132,0.0,12.6063,5.5084,-3.5446,56.0958,9.1966,17.1889,5.6493,0.1332,0.0818,2020,TSM
3,1383.8917,0.118,4.4971,4291850000.0,0.4388,6.2798,0.1925,7497500000.0,10.4078,27.1495,25850000.0,5.6547,3073450000.0,61.8636,54120800000.0,8.4226,71998700000.0,-15695900000.0,114.4521,8.045,5.5824,0.2187,4870500000.0,0.3112,1.2279,-1.6364,0.3308,0.0368,0.0262,0.2245,0.0091,0.0,52.467,5759800000.0,0.9392,-0.6125,59.0901,23.0963,0.1644,1.3748,0.0162,0.4969,-0.3073,0.0191,13.9936,1.7379,0.9951,22.386,0.2121,0.0,10.4078,3.8326,-3.0266,41.0764,6.8981,13.0507,3.9658,0.0841,0.0854,2019,TSM
4,1007.2855,0.1087,6.424,2713050000.0,0.3127,5.9432,0.2126,19433000000.0,10.4641,16.4044,33450000.0,3.5638,2932550000.0,23.3016,52343350000.0,5.681,67738400000.0,-10535900000.0,53.0183,5.164,3.5273,0.2266,8214700000.0,0.2297,1.1374,-1.1024,0.352,0.061,0.0255,0.2178,0.0081,0.0,70.6289,17077900000.0,1.584,-0.7886,21.181,13.8834,0.1751,2.667,0.0429,0.4974,-0.1949,0.0892,9.2795,1.5809,2.0021,23.0162,0.2729,0.0,10.4641,4.4964,-2.0316,30.8077,6.497,7.8767,3.6156,0.0864,0.0833,2018,TSM
5,823.3983,0.1432,5.7262,2843550000.0,0.3433,8.1513,0.2291,15867500000.0,9.7223,18.9032,40050000.0,4.2596,1997550000.0,25.3539,46195250000.0,6.4508,62708250000.0,-11321200000.0,64.8848,5.998,4.2192,0.252,8426400000.0,0.5058,1.392,-1.2899,0.353,0.0529,0.0278,0.2251,0.0071,0.0,55.8755,12143000000.0,1.6248,-0.6855,23.574,15.2056,0.1856,2.2156,0.0394,0.5259,-0.2018,0.0571,10.0162,1.6966,1.7007,21.7874,0.2448,0.0,9.7223,4.2717,-2.183,29.8352,6.3589,9.0795,3.8079,0.1074,0.0826,2017,TSM
6,1078.2169,0.1832,6.8982,2116665000.0,0.3513,8.0789,0.2428,14489000000.0,8.093,14.5821,27134150.0,3.661,1807323000.0,23.8104,40241790000.0,5.1955,55215465000.0,-10277700000.0,69.8097,4.7872,3.6217,0.2544,6383900000.0,0.4292,1.483,-1.4878,0.3499,0.0686,0.0271,0.2261,0.0077,0.0,37.5597,8990100000.0,1.231,-0.6431,21.9393,12.0063,0.1854,2.3479,0.042,0.5299,-0.204,0.0591,8.406,1.6274,1.8299,19.1312,0.2243,0.0,8.093,3.7863,-1.9818,27.861,5.6414,7.5407,3.2128,0.1321,0.0751,2016,TSM
7,1498.2754,0.2086,8.9932,1517065000.0,0.3094,6.4791,0.2255,16837239000.0,7.4263,12.1658,17734150.0,3.0991,2105723000.0,13.9292,35433090000.0,4.4403,49758665000.0,-8220990900.0,38.5442,4.0426,3.0635,0.2725,8470209100.0,0.2729,1.5488,-1.1729,0.3634,0.0822,0.0272,0.2209,0.0085,0.0,56.5068,9823600000.0,1.6333,-0.6183,12.6815,10.6547,0.1941,3.5186,0.0718,0.534,-0.1565,0.0833,6.4354,1.7284,2.7852,17.6765,0.2607,0.0,7.4263,3.5865,-1.5852,25.4591,5.1235,6.2851,3.2185,0.1538,0.0777,2015,TSM
8,1471.9695,0.2452,4.7306,2576250000.0,0.383,7.2622,0.2221,12714500000.0,6.2388,13.3214,16400000.0,3.6353,1678150000.0,28.3581,30157700000.0,4.8077,44819350000.0,-9246800000.0,47.7219,4.5589,3.5872,0.2668,4092600000.0,0.2359,1.5297,-1.4592,0.3334,0.0751,0.0315,0.2084,0.0091,0.0,62.8734,4875700000.0,0.7892,-0.3824,26.891,11.7542,0.1796,2.7874,0.0353,0.5386,-0.2315,0.042,8.2503,1.6576,1.9614,15.3567,0.2447,0.0,6.2388,2.6875,-1.7831,26.2585,4.6551,7.0098,2.5723,0.1677,0.0745,2014,TSM
9,1118.0726,0.2724,3.7609,2813500000.0,0.486,8.2693,0.161,5179800000.0,5.3923,14.2951,17900000.0,3.2794,1279600000.0,47.1515,26472550000.0,4.5188,37604350000.0,-9727500000.0,122.7693,4.4876,3.2342,0.233,1918000000.0,0.3137,1.469,-1.8579,0.3082,0.07,0.0392,0.1942,0.0091,0.0,43.3596,-2353300000.0,0.3699,-0.0508,46.8261,12.7535,0.164,1.7575,0.0212,0.5322,-0.3406,-0.026,7.7122,1.8882,1.2078,12.1663,0.197,0.0,5.3923,1.5893,-1.8759,26.2055,3.8595,7.315,2.2457,0.1799,0.0803,2013,TSM
0,13.2046,1.7401,10.6603,1042000000.0,0.0128,6.8951,0.1785,11452000000.0,55.5232,17.1327,2514500000.0,0.0,1611000000.0,11.7876,23835500000.0,5.791,74409500000.0,-424000000.0,32.7935,6.6072,8.4671,0.4709,16312000000.0,32.5172,96.6137,-0.0851,0.338,0.0584,0.0416,0.8207,0.6925,0.0,63.254,-32036000000.0,39.8826,1.4107,13.4489,15.422,0.1508,2.6239,0.0848,0.4462,0.1944,-0.1666,13.1082,1.4912,2.1801,185.1487,2.242,0.0462,55.5232,30.357,-1.0367,41.9549,81.1809,11.4206,40.9193,0.5395,0.1481,2022,AVGO
1,12.5687,1.5916,11.0364,961000000.0,0.0161,9.2226,0.1014,10305000000.0,60.8829,33.6552,2184000000.0,0.0,1150000000.0,16.2526,24418000000.0,7.8871,75751500000.0,-443000000.0,37.3741,8.8913,8.6732,0.2636,13321000000.0,27.5379,96.9024,-0.0733,0.2345,0.0297,0.0491,0.5087,0.7255,0.0,44.6356,-34022000000.0,32.4902,1.8933,18.322,28.6498,0.085,2.6407,0.0615,0.3624,0.1485,-0.1571,17.7323,2.1383,2.2662,146.6056,2.5728,0.0621,60.8829,29.6659,-1.0805,61.1411,66.9512,16.7629,33.5707,0.5257,0.1768,2021,AVGO
2,8.599,1.7199,12.2673,845500000.0,0.0194,11.0517,0.0438,5524000000.0,59.3881,53.1392,2778000000.0,0.0,938500000.0,12.1747,24407500000.0,5.911,71713000000.0,-463000000.0,29.4196,7.3111,5.9145,0.1091,11598000000.0,35.0973,102.1443,-0.0671,0.1115,0.0188,0.081,0.3315,0.7932,0.0,35.2965,-40164000000.0,28.8507,3.0629,15.0583,43.5093,0.0371,1.8671,0.0821,0.3331,0.1317,-0.2844,14.4803,4.5291,1.5563,93.9813,2.7521,0.0827,59.3881,18.9502,-1.1517,42.1752,59.4229,15.9947,30.0025,0.5408,0.208,2020,AVGO
3,6.8642,1.315,12.1417,833000000.0,0.0152,10.1241,0.0409,3018000000.0,62.6658,43.257,3292000000.0,0.0,999000000.0,12.4617,25799000000.0,5.158,58808500000.0,-344000000.0,30.8557,6.3857,4.6732,0.1045,9353000000.0,52.6413,82.407,-0.0592,0.1193,0.0231,0.0756,0.4827,0.8041,0.0,31.5414,-32635000000.0,23.5,2.9986,15.4279,41.8982,0.0458,1.4375,0.0802,0.3842,0.1136,-0.28,14.8806,3.5981,1.2051,97.7014,2.2643,0.0967,62.6658,12.701,-0.8643,47.0167,56.7764,15.5963,24.3643,0.4859,0.2078,2019,AVGO
4,7.2226,0.6562,10.5585,958000000.0,0.019,7.8685,0.0805,6769000000.0,63.7727,7.5708,2886500000.0,0.0,1285500000.0,11.0112,24921500000.0,4.4809,52271000000.0,-396000000.0,29.265,5.1198,3.5045,0.4919,8484000000.0,58.213,41.8493,-0.097,0.588,0.1321,0.0507,1.3036,0.7516,0.0,40.5596,-14360000000.0,20.2967,1.4324,12.581,20.7861,0.2345,3.8952,0.0908,0.3988,0.1289,-0.1537,12.0199,0.7244,3.2579,205.8102,1.5488,0.0589,63.7727,10.2679,-0.9474,35.4531,49.8756,11.5817,21.244,0.349,0.1807,2018,AVGO
5,7.6198,0.7568,7.7151,1183000000.0,0.0356,6.4117,0.0502,13294000000.0,57.2494,59.5734,2314500000.0,0.0,1423500000.0,18.0455,22531000000.0,6.0605,52192000000.0,-628000000.0,44.1903,6.4203,4.6098,0.0751,5923000000.0,50.6645,43.3284,-0.1326,0.0959,0.0168,0.0447,0.1065,0.6531,0.0,57.8673,-15409000000.0,14.6247,0.8925,19.1166,47.7552,0.0324,6.2566,0.0554,0.3379,0.0761,-0.1442,17.284,3.8717,5.3982,75.5403,1.8226,0.0522,57.2494,27.6642,-1.5506,54.5603,43.5457,15.9296,16.1753,0.3225,0.1872,2017,AVGO
6,8.275,0.6236,7.7742,939000000.0,0.0542,7.5884,-0.0079,4047000000.0,59.7705,0.0,1600000000.0,0.0,962000000.0,23.1424,13295000000.0,4.7071,30240500000.0,-718000000.0,63.05,5.5036,2.8489,-0.1308,2693000000.0,60.1258,37.2732,-0.2333,-0.1313,-0.0235,0.0609,-0.2653,0.7965,0.0,70.0,-20965000000.0,7.3579,3.9509,27.0581,0.0,-0.0575,2.3148,0.0432,0.4378,0.0234,-0.3364,21.3625,-1.9615,1.7147,0.0,1.2268,0.0513,59.7705,8.4617,-1.9617,46.0965,36.1749,27.3014,9.3197,0.273,0.202,2016,AVGO
7,7.578,0.8214,5.7792,566000000.0,0.0708,6.2723,0.1508,2640000000.0,17.8561,23.9458,900500000.0,0.0,521500000.0,17.811,3978500000.0,4.7894,10503000000.0,-483000000.0,68.849,5.0899,6.9332,0.3428,1835000000.0,54.504,14.6667,-0.4909,0.1999,0.0418,0.0712,0.3327,0.4709,0.0,58.4714,-2042000000.0,6.9508,0.7836,18.9282,21.2826,0.1299,3.3592,0.0561,0.6497,0.0824,-0.0625,14.9841,1.6994,2.5389,45.5753,0.674,0.034,17.8561,6.9015,-1.8295,56.1567,25.8485,13.2772,8.7803,0.3682,0.1537,2015,AVGO
8,7.115,1.6987,6.0328,396500000.0,0.0958,5.9502,0.0383,2819000000.0,12.9203,82.1429,600000000.0,0.0,402000000.0,28.2621,3064500000.0,5.0712,6953000000.0,-409000000.0,78.5849,5.9859,6.6755,0.0858,766000000.0,66.8611,21.9482,-0.6401,0.0616,0.0122,0.0953,0.0661,0.4969,0.0,79.1952,-3413000000.0,3.0518,3.6258,33.36,58.3419,0.0378,3.7746,0.0354,0.614,0.0016,-0.1577,21.7479,4.4677,2.3484,17.4712,0.5518,0.0382,12.9203,6.3904,-1.6295,56.8209,17.008,23.7268,4.6813,0.5251,0.1628,2014,AVGO
9,6.6403,0.0,5.0266,263000000.0,0.0937,5.5198,0.1815,1404000000.0,11.6842,20.3722,379500000.0,5.6022,239500000.0,23.0889,2652500000.0,4.4529,3138500000.0,-236000000.0,76.7549,4.0624,3.8882,0.2081,486000000.0,60.5437,0.0,-1.2553,0.219,0.0491,0.0881,0.2673,0.2586,0.0,78.6876,1289000000.0,1.9676,-1.3311,21.0642,18.5457,0.1759,4.3913,0.0433,0.8029,0.0158,0.1149,14.179,1.308,3.3889,24.2127,0.2844,0.0306,11.6842,3.9879,-0.9555,52.9302,10.2024,13.8341,2.9231,0.0,0.1579,2013,AVGO
0,7.7641,58.7057,10.7608,1260500000.0,0.1741,44.3268,0.0989,-2086000000.0,0.5772,33.5253,6434000000.0,0.0,306000000.0,33.7207,-2106000000.0,5.7175,121840500000.0,-8695000000.0,32.399,7.3422,183.5567,-4.0375,8470000000.0,50.526,33.882,-1.4235,0.1702,0.0298,0.2084,0.5675,0.5365,0.0,8.019,-111824000000.0,3.1417,4.2268,43.3026,28.0129,0.0698,0.9097,0.0297,0.41,0.0009,-0.3915,21.3675,2.0187,0.7407,6.4059,0.3578,0.071,0.5772,3.7786,-3.2251,50.578,18.5289,19.1018,6.3668,0.6797,0.1726,2023,ORCL
1,7.4705,-13.2777,8.6101,1031000000.0,0.1063,38.9342,0.1396,12122000000.0,-2.1363,28.768,5681000000.0,0.0,228000000.0,38.6205,92000000.0,4.5755,120202000000.0,-4511000000.0,54.1517,5.864,0.0,73.0109,5028000000.0,51.198,28.3652,-1.4449,0.1583,0.0348,0.2206,0.3076,0.414,0.0,12.9109,-83432000000.0,1.8622,3.8927,49.4964,22.7776,0.0559,1.6213,0.0259,0.3531,-0.0019,-0.4297,26.0895,1.4201,1.4277,0.0,0.3213,0.0616,-2.1363,8.1119,-1.6707,48.7287,15.7185,17.7155,3.533,0.7007,0.1701,2022,ORCL
2,7.3867,14.2656,11.3676,691000000.0,0.0527,44.5042,0.2146,31403000000.0,2.0211,16.9298,5480000000.0,0.0,176500000.0,17.04,9334500000.0,5.789,123272500000.0,-2135000000.0,34.6181,6.7365,39.3706,1.4726,13752000000.0,48.7731,28.8316,-0.7322,0.3396,0.0591,0.2208,0.3575,0.3536,0.0,6.5983,-69588000000.0,4.6696,2.1157,19.829,17.9247,0.1115,2.2996,0.0587,0.3284,0.0643,-0.297,17.1643,1.1558,2.1504,14.6194,0.4137,0.0454,2.0211,15.8078,-0.725,48.396,13.745,15.0416,5.3946,0.6476,0.1612,2021,ORCL
3,7.3127,5.6752,13.0452,608500000.0,0.04,29.8983,0.2076,34940000000.0,3.9604,16.7382,5342500000.0,0.0,265500000.0,14.7193,17540000000.0,4.361,112073500000.0,-1564000000.0,29.2901,5.1062,13.3975,0.5778,11575000000.0,51.8612,22.4765,-0.527,0.2594,0.0597,0.2374,0.2461,0.4115,0.0,9.7021,-50581000000.0,3.6048,1.7265,17.2346,14.356,0.0904,3.0314,0.0679,0.3486,0.0539,-0.2969,15.1831,1.2964,2.826,16.8071,0.4753,0.0407,3.9604,13.4092,-0.4871,47.1432,12.1669,11.8294,4.0919,0.6252,0.1553,2020,ORCL
4,7.6935,2.5116,14.4184,554500000.0,0.042,22.2702,0.2078,27756000000.0,6.1538,16.3754,5135000000.0,0.0,359000000.0,14.2642,34618000000.0,4.6545,123280000000.0,-1660000000.0,26.479,5.005,8.2225,0.3202,12891000000.0,47.4336,15.456,-0.5687,0.2805,0.0611,0.2474,0.3259,0.4513,0.0,14.6091,-39960000000.0,3.5473,1.1146,15.3383,14.6085,0.0899,2.4899,0.0701,0.3205,0.0713,-0.2173,13.5885,1.3129,2.306,20.6844,0.4669,0.0418,6.1538,10.4092,-0.4568,41.5831,10.8712,12.0169,4.0041,0.5167,0.1525,2019,ORCL
5,7.5475,1.2933,14.2908,564000000.0,0.0441,23.0946,0.2061,57035000000.0,11.3742,50.2366,5218000000.0,0.0,349000000.0,14.105,50559500000.0,4.8887,136421000000.0,-1736000000.0,23.956,4.6061,4.1075,0.0709,13650000000.0,47.6002,14.7098,-0.6233,0.0911,0.0199,0.2467,0.057,0.3658,0.0,18.0236,-14819000000.0,3.3123,-0.4139,13.2894,13.6761,0.0263,3.9824,0.0709,0.2887,0.0543,-0.077,11.7899,4.2894,3.7857,15.4274,0.4723,0.0408,11.3742,16.3215,-0.4213,41.3161,9.5567,11.3029,3.7336,0.4397,0.1545,2018,ORCL
6,7.0738,1.0675,13.5122,551500000.0,0.0535,29.1094,0.1752,50337000000.0,13.1825,19.9956,5342500000.0,53.0323,256000000.0,15.43,51018000000.0,4.9423,123585500000.0,-2021000000.0,29.3391,4.4669,3.4432,0.1853,12105000000.0,51.1881,14.0727,-0.8246,0.2501,0.05,0.2449,0.1698,0.3758,0.0,14.694,-6230000000.0,2.9417,-0.5317,13.9458,13.0732,0.0765,3.0819,0.0648,0.3058,0.0494,-0.0334,11.9506,1.4945,2.9522,25.948,0.4611,0.0357,13.1825,16.0578,-0.4911,41.8226,9.184,10.9876,3.4328,0.429,0.1628,2017,ORCL
7,6.734,0.9177,11.4183,655000000.0,0.0321,28.4373,0.2218,47105000000.0,11.322,19.0521,5501500000.0,20.5503,263000000.0,13.5791,48444000000.0,4.5802,111541500000.0,-1189000000.0,24.5969,4.1478,3.5506,0.1837,12496000000.0,53.0549,10.3897,-0.4739,0.2403,0.0525,0.244,0.1742,0.3524,0.0,10.3463,-77000000.0,2.9604,-0.8119,12.2971,12.1917,0.0798,3.7374,0.0736,0.3321,0.0655,-0.0005,11.2287,1.5375,3.5745,23.1843,0.6273,0.028,11.322,13.2966,-0.2817,44.7361,8.7768,10.1677,3.2421,0.3909,0.1562,2016,ORCL
8,6.5316,0.8139,11.7964,638500000.0,0.0364,29.9483,0.2499,47314000000.0,11.1485,19.3761,5852500000.0,22.4115,251500000.0,14.6221,48272500000.0,5.045,100584500000.0,-1391000000.0,39.0587,4.6681,3.9279,0.2059,13189000000.0,53.6433,9.0733,-0.4862,0.26,0.0516,0.2284,0.1949,0.3651,0.0,15.2164,715000000.0,2.9948,-0.8612,13.5296,12.8644,0.0988,4.1115,0.0684,0.38,0.076,0.0037,12.2388,1.4671,3.9449,23.8097,0.7762,0.0244,11.1485,12.3451,-0.3158,42.6002,8.6798,10.6647,3.3106,0.3603,0.1445,2015,ORCL
9,6.3077,0.4761,16.2607,445000000.0,0.0152,33.7343,0.2955,33739000000.0,10.4786,17.343,6068000000.0,16.3013,214500000.0,13.2515,46296000000.0,4.9651,86039000000.0,-580000000.0,23.7583,4.5411,4.0053,0.2366,14341000000.0,58.0472,4.9887,-0.1994,0.2862,0.0577,0.2248,0.2977,0.3965,0.0,9.5336,5309000000.0,3.1672,-0.9187,12.1198,11.7766,0.1273,3.3448,0.0755,0.4449,0.109,0.0279,11.6487,1.362,3.1209,23.8864,0.95,0.021,10.4786,8.5731,-0.1281,42.6482,8.453,9.8381,3.2953,0.2502,0.1346,2014,ORCL
0,8.9303,0.2939,6.2663,345500000.0,0.0251,0.0,0.3154,868000000.0,29.8957,34.0503,1971500000.0,0.0,,21.9196,14424000000.0,9.2081,27203000000.0,-442000000.0,63.8961,9.0963,11.5378,0.3297,7396000000.0,42.8107,8.7851,-0.5164,0.2701,0.0294,0.3514,1.7133,0.5241,0.0,0.0,-4118000000.0,15.7362,-0.2829,21.6536,26.2627,0.1748,1.1068,0.0456,0.6472,0.2443,-0.0254,20.4325,1.648,1.0041,82.5469,0.4486,0.0818,29.8957,12.9702,-0.9404,69.7278,37.4596,23.0299,16.6766,0.152,0.1697,2022,ADBE
1,9.6368,0.2852,6.0356,309000000.0,0.022,0.0,0.2743,1737000000.0,31.021,66.3218,1638000000.0,1034.0403,,46.4281,14030500000.0,20.2419,25762500000.0,-348000000.0,61.0617,20.1419,21.5935,0.3437,6882000000.0,43.4254,8.847,-0.4416,0.3055,0.0151,0.3425,1.4141,0.5318,0.0,0.0,-3775000000.0,14.4277,-0.2395,46.1988,54.7984,0.1872,1.2506,0.0215,0.6127,0.2239,-0.0118,43.9752,1.4994,1.1073,83.9614,0.471,0.0677,31.021,12.1551,-0.7296,154.6556,33.0922,48.2459,15.1572,0.1549,0.1609,2021,ADBE
2,8.7746,0.3173,6.6874,257500000.0,0.0326,0.0,0.2307,2634000000.0,27.5759,43.7358,1466500000.0,197.8883,,43.358,11897000000.0,17.885,22523000000.0,-419000000.0,64.8606,17.7464,17.351,0.4421,5308000000.0,39.6542,8.7505,-0.5535,0.4088,0.0229,0.3543,1.2672,0.4983,0.0,0.0,-2874000000.0,11.0353,-0.357,43.0221,53.8969,0.2335,1.4779,0.0231,0.5713,0.1794,-0.0125,39.8745,1.0888,1.3407,82.3881,0.499,0.0706,27.5759,12.4574,-0.8711,129.1493,26.7526,45.7271,11.9064,0.1733,0.17,2020,ADBE
3,7.8377,0.393,8.4654,197629000.0,0.0354,0.0,0.1947,-1696000000.0,21.6667,49.8764,1425289000.0,0.0,,36.5375,9946056500.0,13.1713,19765340000.0,-395000000.0,45.5977,13.1678,13.9731,0.2967,4027000000.0,50.1544,8.5144,-0.5218,0.2642,0.02,0.3693,-7.3226,0.5978,0.0,0.0,-3737000000.0,8.286,-0.0097,36.5278,45.0115,0.1493,0.7929,0.0274,0.5652,0.166,-0.0254,33.2649,1.4985,0.6974,54.3978,0.5855,0.0705,21.6667,8.5947,-0.8128,106.8529,22.9856,36.546,9.0988,0.1993,0.1728,2019,ADBE
4,7.1283,0.4406,7.9721,149898000.0,0.0296,0.0,0.173,555913000.0,19.0674,47.517,1266773000.0,0.0,,32.7451,8910990500.0,13.642,16652120000.0,-267000000.0,56.8905,13.7412,13.158,0.2908,3762000000.0,53.1767,8.4008,-0.7717,0.2869,0.021,0.3728,1.5886,0.674,0.0,0.0,-4549529000.0,7.6619,0.2812,32.9832,43.6912,0.1556,1.1292,0.0305,0.5423,0.1767,-0.0369,30.7974,1.555,1.0566,47.5942,0.3218,0.0676,19.0674,6.5763,-0.5438,111.2108,18.391,38.9463,8.2057,0.2198,0.1703,2018,ADBE
5,7.1199,0.2224,10.0266,100781000.0,0.0244,0.0,0.2997,3720356000.0,17.138,52.7529,1025500500.0,39.7662,,32.7562,7942351500.0,12.2686,13616405000.0,-178122000.0,41.0111,11.7292,10.5887,0.2133,2734731000.0,60.8858,3.8114,-0.5464,0.232,0.019,0.3865,0.3637,0.427,0.0,0.0,1172126000.0,5.54,-1.5791,31.3161,39.5006,0.1244,2.0547,0.0305,0.5362,0.1223,0.0131,29.4011,1.7196,1.9951,36.4209,0.3479,0.0622,17.138,11.7897,-0.3608,107.5099,14.7914,34.3376,5.9009,0.1294,0.1676,2017,ADBE
6,7.7798,0.2548,9.0432,90665500.0,0.0348,0.0,0.2049,3028139000.0,14.899,43.7489,752519500.0,31.9428,,25.6698,7213207500.0,8.7515,12211860000.0,-203805000.0,39.1858,8.2614,6.9005,0.162,1995923000.0,51.9362,3.797,-0.6147,0.1996,0.0229,0.4247,0.304,0.4584,0.0,0.0,567363000.0,4.0051,-1.572,24.2323,32.382,0.0957,2.077,0.039,0.4794,0.0983,0.0111,21.9872,1.8821,1.9897,28.0675,0.4062,0.0597,14.899,9.5542,-0.409,73.6555,11.7477,26.4998,4.4141,0.149,0.1667,2016,ADBE
7,7.589,0.2724,9.2071,80842000.0,0.0265,0.0,0.1147,2608336000.0,14.0379,72.0157,631903000.0,40.5595,,33.983,6888742000.0,9.5124,11256150000.0,-127157000.0,45.7561,9.0785,6.5152,0.0914,1342345000.0,51.1483,3.8239,-0.3746,0.1313,0.0139,0.4622,0.1854,0.5012,0.0,0.0,97000000.0,2.6913,-1.6746,32.4329,48.2077,0.0559,2.1783,0.0294,0.426,0.0529,0.0021,29.6265,2.3342,2.1053,20.0283,0.4311,0.07,14.0379,7.9959,-0.2549,100.364,9.6148,35.0372,2.9463,0.1626,0.1799,2015,ADBE
8,6.9604,0.2235,9.5358,65236500.0,0.0358,0.0,0.0567,2107893000.0,13.6099,144.6078,595810000.0,23.1763,,32.2325,6750269000.0,8.8539,10583065000.0,-148332000.0,40.1196,8.3173,5.4189,0.0398,1139150000.0,52.0867,3.0416,-0.473,0.0647,0.0069,0.5294,0.0928,0.4813,0.0,0.0,592404000.0,2.2881,-3.0638,30.2792,83.5808,0.0254,1.845,0.031,0.3919,0.0418,0.0161,26.7907,4.797,1.7364,12.4969,0.3994,0.0805,13.6099,7.511,-0.2979,91.8509,8.3297,47.4924,2.586,0.1404,0.2036,2014,ADBE
9,6.664,0.2251,10.4878,55927500.0,0.0405,0.0,0.0522,2520281000.0,13.4125,99.5789,608526500.0,21.1206,,28.8155,6694908000.0,7.0176,10210265000.0,-164098000.0,38.6408,6.6083,4.2319,0.0433,987588000.0,53.988,3.0197,-0.5108,0.0715,0.01,0.5279,0.0912,0.518,0.0,0.0,390265000.0,1.9698,-2.231,27.1349,63.394,0.0284,2.6519,0.0347,0.3972,0.0431,0.0137,23.2686,3.9715,2.4734,13.1154,0.4869,0.0811,13.4125,6.3301,-0.3273,90.3476,8.0883,36.0214,2.2971,0.1459,0.2038,2013,ADBE
0,3.7107,0.4835,4.2388,2603244500.0,0.0623,1.6094,0.7134,5353660000.0,23.3419,33.5104,6011842500.0,60.7844,6856558000.0,28.9424,10640200000.0,9.7974,37006200000.0,-1390015000.0,89.3986,9.6503,23.5444,0.5569,7551677000.0,115.1626,11.2868,-2.2606,0.2656,0.0298,0.0447,0.6231,0.1487,0.0,250.9133,-4661860000.0,18.9884,-0.4398,28.5078,31.4319,0.1601,1.2826,0.0346,0.6028,0.2222,-0.0213,24.0761,1.509,0.7816,92.807,0.148,0.0033,23.3419,19.5407,-3.4951,37.7955,56.0933,28.8426,22.4835,0.1174,0.1537,2022,ASML
1,5.2203,0.4521,5.1075,2038884500.0,0.0505,1.8355,0.5913,6971070000.0,29.2761,46.9699,4217885000.0,59.5233,5673568500.0,27.8396,13917895000.0,14.8173,33456925000.0,-1112468800.0,87.7584,14.6558,27.1942,0.5001,11719201200.0,82.6374,13.2344,-1.9964,0.3161,0.0213,0.039,0.6629,0.1822,0.0,214.7702,-2248120000.0,28.5974,-0.4163,27.5361,40.4082,0.208,1.4791,0.0359,0.6581,0.3524,-0.0069,25.1488,1.8435,0.9598,105.6654,0.1579,0.0063,29.2761,21.9133,-2.7147,42.8766,53.7303,37.7725,31.312,0.1516,0.1369,2021,ASML
2,5.249,0.3374,5.9365,1381819500.0,0.0716,1.7296,0.2262,10653662000.0,37.8639,49.666,3042058000.0,21.8138,4742964500.0,49.2442,14970855000.0,12.7767,28246350000.0,-1143214200.0,70.0338,12.5854,12.8809,0.2712,4142892800.0,78.8777,12.7753,-2.0391,0.2542,0.0201,0.039,0.3012,0.2082,0.0,232.2464,2887740000.0,9.9041,-0.5886,48.507,43.4223,0.1437,2.4124,0.0203,0.5653,0.0833,0.0142,38.0165,1.3022,1.5707,91.4659,0.1987,0.0039,37.8639,20.0759,-2.733,38.2324,38.1727,38.7304,12.6371,0.1716,0.1574,2020,ASML
