,Net Aquisitions,Dividends Paid (Total),Change in other assets and liabilities,Other financial activities,Repayment/Issuance of Debt (Net),Capital Stock Change,Financing cash flow,Beginning Cash,Investments Change (Net),Net Income,Change in inventories,Stock Based Compensation,Dividends Paid (Common),Ending Cash,Issuance/Purchase of Shares,Assets Liabilities Change (Total),Accounts Receivable Change,Change in Cash,Non Cash Items (Other),Operating Cash Flow,Other investing activities,"Equity Repurchase (Common, Net)",Net Cash/Marketcap,Change in payables and accrued liability,Depreciation & Amortization,Short Term Investments Change (Net),Investing cash flow,Accounts Payable Change,Capital expenditures,Long-Term Investments Change (Net),Change in intangibles (net),year,ticker,Income tax paid,Exchange Rate Adjustment,Other operating activities,Discontinued Operations and Adjustments,"Equity Repurchase (Preffered, Net)",Dividends Paid (Preffered)
5,-1724000000.0,-3140000000.0,-22000000.0,-34000000.0,2643000000.0,-9451000000.0,-9982000000.0,21784000000.0,-2165000000.0,3587000000.0,398000000.0,1607000000.0,-3140000000.0,21620000000.0,-9451000000.0,8135000000.0,267000000.0,-164000000.0,879000000.0,15386000000.0,-34000000.0,-9451000000.0,-0.0578,-260000000.0,2785000000.0,-4910000000.0,-5625000000.0,,-1736000000.0,2745000000.0,,2018,ORCL,8150000000.0,57000000.0,,,,
6,-11221000000.0,-2631000000.0,163000000.0,-258000000.0,13638000000.0,-1663000000.0,9086000000.0,20152000000.0,-8252000000.0,9452000000.0,-88000000.0,1350000000.0,-2631000000.0,21784000000.0,-1663000000.0,1058000000.0,-67000000.0,1632000000.0,1165000000.0,14126000000.0,-258000000.0,-1663000000.0,-0.0962,230000000.0,2451000000.0,-10681000000.0,-21494000000.0,,-2021000000.0,2429000000.0,,2017,ORCL,732000000.0,-86000000.0,,,,
7,-650000000.0,-2541000000.0,674000000.0,-85000000.0,1750000000.0,-9104000000.0,-9980000000.0,21716000000.0,-3315000000.0,8901000000.0,300000000.0,1037000000.0,-2541000000.0,20152000000.0,-9104000000.0,1070000000.0,96000000.0,-1564000000.0,1205000000.0,13685000000.0,39000000.0,-9104000000.0,-0.0944,300000000.0,2509000000.0,-3315000000.0,-5154000000.0,,-1189000000.0,0.0,,2016,ORCL,0.0,-115000000.0,,,,
8,-6239000000.0,-2255000000.0,268000000.0,-196000000.0,18342000000.0,-6285000000.0,9606000000.0,17769000000.0,-11417000000.0,9938000000.0,-96000000.0,933000000.0,-2255000000.0,21716000000.0,-6285000000.0,1013000000.0,208000000.0,3947000000.0,768000000.0,14580000000.0,0.0,-6285000000.0,-0.0747,247000000.0,2861000000.0,-11417000000.0,-19047000000.0,,-1391000000.0,0.0,,2015,ORCL,386000000.0,-1192000000.0,,,,
9,-3488000000.0,-2178000000.0,29000000.0,222000000.0,5566000000.0,-7678000000.0,-4068000000.0,14613000000.0,-3471000000.0,10955000000.0,57000000.0,805000000.0,-2178000000.0,17769000000.0,-7678000000.0,-162000000.0,24000000.0,3156000000.0,1220000000.0,14921000000.0,0.0,-7678000000.0,-0.0854,48000000.0,2908000000.0,-3471000000.0,-7539000000.0,,-580000000.0,0.0,,2014,ORCL,-320000000.0,-158000000.0,,,,
0,-126000000.0,,442000000.0,-553000000.0,0.0,-6272000000.0,-6825000000.0,3844000000.0,-2000000.0,4756000000.0,,1440000000.0,0.0,4236000000.0,-6272000000.0,336000000.0,-198000000.0,392000000.0,1890000000.0,7838000000.0,-553000000.0,-6272000000.0,-0.0121,7000000.0,856000000.0,44000000.0,-570000000.0,66000000.0,-442000000.0,-46000000.0,,2022,ADBE,19000000.0,-51000000.0,,,,
1,-2682000000.0,,578000000.0,-642000000.0,0.0,-3659000000.0,-4301000000.0,4478000000.0,-507000000.0,4822000000.0,,1069000000.0,0.0,3844000000.0,-3659000000.0,292000000.0,-430000000.0,-634000000.0,1328000000.0,7230000000.0,-642000000.0,-3659000000.0,-0.0049,162000000.0,788000000.0,-465000000.0,-3537000000.0,-20000000.0,-348000000.0,-42000000.0,,2021,ADBE,2000000.0,-26000000.0,,,,
2,0.0,,-30000000.0,-702000000.0,-6000000.0,-2780000000.0,-3488000000.0,2650000000.0,5000000.0,5260000000.0,,909000000.0,0.0,4478000000.0,-2780000000.0,186000000.0,106000000.0,1828000000.0,-476000000.0,5727000000.0,-693000000.0,-2780000000.0,-0.0077,86000000.0,757000000.0,11000000.0,-414000000.0,96000000.0,-419000000.0,-6000000.0,,2020,ADBE,-72000000.0,3000000.0,,,,
3,-101000000.0,,-54000000.0,-429000000.0,0.0,-2517000000.0,-2946000000.0,1643000000.0,40000000.0,2951000000.0,,788000000.0,0.0,2650000000.0,-2517000000.0,-43000000.0,-188000000.0,1007000000.0,757000000.0,4422000000.0,-426000000.0,-2517000000.0,-0.0003,172000000.0,757000000.0,86000000.0,-456000000.0,23000000.0,-395000000.0,-46000000.0,,2019,ADBE,4000000.0,-13000000.0,,,,
4,-6314000000.0,,367000000.0,-394000000.0,2248000000.0,-1859000000.0,-5000000.0,2306000000.0,1896000000.0,2591000000.0,,610000000.0,0.0,1643000000.0,-1859000000.0,943000000.0,-2000000.0,-663000000.0,149000000.0,4029000000.0,-393000000.0,-1859000000.0,0.0073,44000000.0,346000000.0,1909000000.0,-4685000000.0,55000000.0,-267000000.0,-13000000.0,,2018,ADBE,479000000.0,-2000000.0,,,,
5,-459626000.0,,503442000.0,-242086000.0,-2000000.0,-941649000.0,-1183735000.0,1011315000.0,194871100.0,1693954000.0,,454472000.0,0.0,2306072000.0,-941649000.0,387694000.0,-187173000.0,1294757000.0,505208000.0,2912853000.0,-240000000.0,-941649000.0,-0.044,151104000.0,325997000.0,222655100.0,-442877000.0,-45186000.0,-178122000.0,-27784000.0,,2017,ADBE,-34493000.0,8516000.0,,,,
6,-48427000.0,,453819000.0,-161295000.0,-108000.0,-929303000.0,-1090706000.0,876560000.0,-707800900.0,1168782000.0,,349297000.0,0.0,1011315000.0,-929303000.0,395830000.0,-160416000.0,134755000.0,303581000.0,2199728000.0,-161000000.0,-929303000.0,-0.056,65593000.0,331535000.0,-655144900.0,-960033000.0,-6281000.0,-203805000.0,-52656000.0,,2016,ADBE,43115000.0,-14234000.0,,,,
7,-826004000.0,,313100000.0,-127048000.0,387091000.0,-460730000.0,-200687000.0,1117400000.0,-535197000.0,629551000.0,,335859000.0,0.0,876560000.0,-460730000.0,331838000.0,-79502000.0,-240840000.0,168640000.0,1469502000.0,0.0,-460730000.0,-0.0456,-22564000.0,339473000.0,-516567000.0,-1488358000.0,22870000.0,-127157000.0,-18630000.0,,2015,ADBE,97934000.0,-21297000.0,,,,
8,-29802000.0,,324520000.0,-120440000.0,-14684000.0,-372159000.0,-507283000.0,834556000.0,-312573000.0,268395000.0,,333701000.0,0.0,1117400000.0,-372159000.0,396080000.0,7928000.0,282844000.0,309417000.0,1287482000.0,0.0,-372159000.0,-0.0606,46415000.0,313590000.0,-298533000.0,-490707000.0,6211000.0,-148332000.0,-14040000.0,,2014,ADBE,11006000.0,-6648000.0,,,,
9,-704589000.0,,145857000.0,-57156000.0,-176000.0,-501806000.0,-559138000.0,1425052000.0,-309116100.0,289985000.0,,328987000.0,0.0,834556000.0,-501806000.0,162642000.0,33649000.0,-590496000.0,377832000.0,1151686000.0,0.0,-501806000.0,-0.0583,34879000.0,321227000.0,-247612100.0,-1177803000.0,7132000.0,-164098000.0,-61504000.0,,2013,ADBE,-58875000.0,-5241000.0,,,,
0,0.0,-2697005000.0,6077586000.0,427659574.4681,-21704200.0,-4802203000.0,-7520913000.0,7324417000.0,558829400.0,5925657000.0,-2192436000.0,72593000.0,-2697005000.0,7657881000.0,-4802203000.0,2572048000.0,-2239743000.0,333464400.0,-170893900.0,8941692000.0,-252864000.0,-4802203000.0,-0.015,891240200.0,614881000.0,558829400.0,-1084049000.0,,-1350505000.0,0.0,-39510000.0,2022,ASML,35401000.0,-3266200.0,,,,
1,389239900.0,-1618836000.0,6279421000.0,21590909.0909,-14315500.0,-10069720000.0,-11702870000.0,7157045000.0,638045700.0,6960414000.0,-571674000.0,139014300.0,-1618836000.0,8224675000.0,-10069720000.0,5788198000.0,-1434627000.0,1067629000.0,-474186500.0,12831670000.0,-140909090.9091,-10069720000.0,-0.0109,1261421000.0,557240100.0,785223300.0,-85183200.0,,-1065618000.0,-147177600.0,-46850800.0,2021,ASML,253656600.0,24016900.0,,,,
2,-254504400.0,-1218149000.0,1533995000.0,343209876.5432,1694031000.0,-1336034000.0,-860151900.0,4034946000.0,-146899800.0,4059392000.0,-807263400.0,61570000.0,-1218149000.0,6910229000.0,-1336034000.0,607246600.0,-705827200.0,2875283000.0,58828500.0,5286107000.0,-14814814.8148,-1336034000.0,-0.015,436130100.0,560640900.0,-132963800.0,-1544618000.0,,-1098893000.0,-13936100.0,-44321200.0,2020,ASML,150212400.0,-6054200.0,,,,
3,0.0,-1484784000.0,1119104000.0,414606741.573,-4256000.0,-428736000.0,-1917776000.0,3495632000.0,-305200000.0,2903376000.0,-453264000.0,83552000.0,-1484784000.0,3956176000.0,-428736000.0,124992100.0,-392336000.0,460544000.0,138880000.0,3669568000.0,1008000.0,-428736000.0,-0.0142,78400000.0,502320000.0,-305200000.0,-1296400000.0,,-858592000.0,1008000.0,-133616000.0,2019,ASML,-226912000.0,5152000.0,,,,
4,0.0,-705175100.0,674705000.0,413793103.4483,-3306800.0,-1327916000.0,-2036398000.0,2667879000.0,134161600.0,3060680000.0,-609041700.0,54680300.0,-705175100.0,3686019000.0,-1327916000.0,-70151700.0,-547629700.0,1018140000.0,139121800.0,3628859000.0,5196400.0,-1327916000.0,-0.0176,396343600.0,499208700.0,134161600.0,-580461500.0,,-677894000.0,0.0,-41925500.0,2018,ASML,15471100.0,6141200.0,,,,
5,0.0,-584026000.0,-440590900.0,280722891.5663,-274662900.0,-507956800.0,-1366646000.0,3285669000.0,-984491300.0,2394541000.0,-268785300.0,60018900.0,-584026000.0,2553348000.0,-507956800.0,-1061691000.0,-1037163000.0,-732321400.0,228207600.0,2032958000.0,22266900.0,-507956800.0,-0.0039,856428300.0,471900200.0,166945300.0,-1366872000.0,,-383058700.0,-1151437000.0,-21588700.0,2017,ASML,-171579500.0,-31761400.0,,,,
6,-2922857000.0,-493394200.0,-169204700.0,976000.0,2463159000.0,202222300.0,2172963000.0,2720816000.0,-246175400.0,1628798000.0,-48316400.0,52785900.0,-493394200.0,3216740000.0,202222300.0,-326371800.0,34622200.0,495923900.0,146088900.0,1843492000.0,-6315789.4737,202222300.0,-0.0174,-246786200.0,394976500.0,-16636600.0,-3528370000.0,,-350059600.0,-229538800.0,-9277700.0,2016,ASML,103313300.0,7839200.0,,,,
7,0.0,-335685000.0,-162420400.0,4064100.0,-4040700.0,-590351900.0,-926013600.0,2686598000.0,-873923600.0,1540318000.0,-97467600.0,65591300.0,-335685000.0,2730159000.0,-590351900.0,19448700.0,108618200.0,43561000.0,359777400.0,2249204000.0,0.0,-590351900.0,-0.0662,175838500.0,329660000.0,-190876600.0,-1287967000.0,,-412813400.0,-683047000.0,-1230300.0,2015,ASML,-5120100.0,8338000.0,,,,
8,0.0,-356201900.0,-149445200.0,5280000.0,-5487400.0,-877764700.0,-1234174000.0,3098192000.0,458635000.0,1590694000.0,-390021900.0,84251000.0,-356201900.0,3216224000.0,-877764700.0,-807406100.0,-151165300.0,118032500.0,241020700.0,1362806000.0,0.0,-877764700.0,-0.0453,-132488700.0,338498300.0,0.0,-21550600.0,,-476261600.0,458635000.0,-3924100.0,2014,ASML,15715000.0,10950800.0,,,,
9,-589382600.0,-287025700.0,-43755500.0,4131000.0,488870100.0,-356220800.0,-150245300.0,2347898000.0,385439500.0,1348875000.0,-688220200.0,69564400.0,-287025700.0,3095861000.0,-356220800.0,-533444000.0,-242908900.0,747963100.0,280944700.0,1400258000.0,0.0,-356220800.0,-0.0621,350942200.0,303881800.0,0.0,-489267400.0,,-280011000.0,385439500.0,-5313200.0,2013,ASML,90498400.0,-12782200.0,,,,
0,-301000000.0,-6302000000.0,3481000000.0,-32000000.0,-1102000000.0,-4190000000.0,-11626000000.0,8579000000.0,-3934000000.0,12613000000.0,-1069000000.0,2353000000.0,-6302000000.0,11627000000.0,-4190000000.0,5042000000.0,734000000.0,3048000000.0,505000000.0,19886000000.0,-26000000.0,-4190000000.0,-0.0819,651000000.0,1726000000.0,0.0,-5107000000.0,27000000.0,-846000000.0,-3934000000.0,,2023,CSCO,1218000000.0,-105000000.0,,,,
1,-373000000.0,-6224000000.0,1489000000.0,-122000000.0,-1895000000.0,-7721000000.0,-15962000000.0,9942000000.0,2327000000.0,11812000000.0,-1030000000.0,1886000000.0,-6224000000.0,8579000000.0,-7721000000.0,-1722000000.0,-1009000000.0,-1363000000.0,1179000000.0,13226000000.0,-15000000.0,-7721000000.0,-0.0499,-427000000.0,1957000000.0,0.0,1553000000.0,-55000000.0,-386000000.0,2327000000.0,,2022,CSCO,-690000000.0,-180000000.0,,,,
2,-7038000000.0,-6163000000.0,2294000000.0,-59000000.0,-3005000000.0,-2870000000.0,-12097000000.0,11812000000.0,2473000000.0,10591000000.0,-244000000.0,1761000000.0,-6163000000.0,9942000000.0,-2870000000.0,1984000000.0,-107000000.0,-1870000000.0,1017000000.0,15454000000.0,-56000000.0,-2870000000.0,-0.0541,643000000.0,1862000000.0,8409000000.0,-5285000000.0,-53000000.0,-664000000.0,2473000000.0,,2021,CSCO,-549000000.0,58000000.0,,,,
3,-327000000.0,-6016000000.0,1200000000.0,81000000.0,-10190000000.0,-2731000000.0,-18856000000.0,11772000000.0,4428000000.0,11214000000.0,84000000.0,1569000000.0,-6016000000.0,11812000000.0,-2731000000.0,918000000.0,-107000000.0,40000000.0,1486000000.0,15426000000.0,-10000000.0,-2731000000.0,-0.0727,-78000000.0,1808000000.0,-3581000000.0,3500000000.0,141000000.0,-591000000.0,4428000000.0,,2020,CSCO,-322000000.0,-30000000.0,,,,
4,-2175000000.0,-5979000000.0,354000000.0,113000000.0,-1084000000.0,-20939000000.0,-27889000000.0,8993000000.0,17911000000.0,11621000000.0,131000000.0,1570000000.0,-5979000000.0,11772000000.0,-20939000000.0,1077000000.0,-84000000.0,2779000000.0,1236000000.0,15831000000.0,-12000000.0,-20939000000.0,-0.0774,277000000.0,1897000000.0,-2416000000.0,14837000000.0,87000000.0,-887000000.0,17911000000.0,,2019,CSCO,312000000.0,0.0,,,,
5,-2979000000.0,-5968000000.0,1135000000.0,-169000000.0,-8000000000.0,-17627000000.0,-31764000000.0,11773000000.0,19091000000.0,110000000.0,-244000000.0,1576000000.0,-5968000000.0,8993000000.0,-17627000000.0,9344000000.0,-269000000.0,-2780000000.0,2020000000.0,13666000000.0,-19000000.0,-17627000000.0,-0.1282,100000000.0,2192000000.0,-14285000000.0,15318000000.0,504000000.0,-775000000.0,19091000000.0,,2018,CSCO,8118000000.0,0.0,,,,
6,-3324000000.0,-5511000000.0,-37000000.0,-25000000.0,5326000000.0,-3596000000.0,-3806000000.0,7739000000.0,-1751000000.0,9609000000.0,-394000000.0,1526000000.0,-5511000000.0,11773000000.0,-3596000000.0,586000000.0,756000000.0,4034000000.0,1395000000.0,13876000000.0,-4000000.0,-3596000000.0,-0.2841,-110000000.0,2286000000.0,-42702000000.0,-6036000000.0,311000000.0,-957000000.0,40951000000.0,,2017,CSCO,60000000.0,0.0,,,,
7,-2789000000.0,-4750000000.0,427000000.0,279000000.0,3111000000.0,-3339000000.0,-4699000000.0,6877000000.0,-4032000000.0,10739000000.0,315000000.0,1458000000.0,-4750000000.0,7631000000.0,-3339000000.0,-128000000.0,-404000000.0,754000000.0,809000000.0,13570000000.0,-191000000.0,-3339000000.0,-0.2658,-101000000.0,2150000000.0,0.0,-8117000000.0,-65000000.0,-1105000000.0,-4032000000.0,,2016,CSCO,-300000000.0,0.0,,,,
8,-326000000.0,-4086000000.0,346000000.0,114000000.0,4469000000.0,-2810000000.0,-2313000000.0,6726000000.0,-8379000000.0,8981000000.0,-116000000.0,1440000000.0,-4086000000.0,6877000000.0,-2810000000.0,-36000000.0,-413000000.0,151000000.0,1165000000.0,12552000000.0,-178000000.0,-2810000000.0,-0.2686,7000000.0,2442000000.0,0.0,-10088000000.0,87000000.0,-1205000000.0,-8379000000.0,,2015,CSCO,53000000.0,0.0,,,,
9,-2989000000.0,-3758000000.0,1351000000.0,103000000.0,4703000000.0,-7936000000.0,-6888000000.0,7925000000.0,-2635000000.0,7853000000.0,-109000000.0,1348000000.0,-3758000000.0,6726000000.0,-7936000000.0,1708000000.0,340000000.0,-1199000000.0,332000000.0,12332000000.0,24000000.0,-7936000000.0,-0.2403,-42000000.0,2439000000.0,0.0,-6643000000.0,-23000000.0,-1043000000.0,-2635000000.0,,2014,CSCO,191000000.0,0.0,,,,
0,-439000000.0,,-1602000000.0,3518000000.0,-423000000.0,-3139000000.0,-3562000000.0,5464000000.0,-752000000.0,208000000.0,,3279000000.0,0.0,7016000000.0,-3139000000.0,-2069000000.0,-995000000.0,1552000000.0,3518000000.0,7111000000.0,0.0,-3139000000.0,-0.0114,528000000.0,5454000000.0,,-1989000000.0,528000000.0,-798000000.0,-752000000.0,,2023,CRM,,-8000000.0,,,,
1,-14876000000.0,,-341000000.0,1568000000.0,6549000000.0,1289000000.0,7838000000.0,6195000000.0,1057000000.0,1444000000.0,,2779000000.0,0.0,5464000000.0,1289000000.0,-1658000000.0,-1824000000.0,-731000000.0,1568000000.0,6000000000.0,0.0,1289000000.0,0.0003,507000000.0,4646000000.0,,-14536000000.0,507000000.0,-717000000.0,1057000000.0,,2022,CRM,,-33000000.0,,,,
2,-1281000000.0,,-736000000.0,-1983000000.0,-127000000.0,1321000000.0,1194000000.0,4145000000.0,-1980000000.0,4072000000.0,,2190000000.0,0.0,6195000000.0,1321000000.0,-1192000000.0,-1556000000.0,2050000000.0,-1983000000.0,4801000000.0,0.0,1321000000.0,-0.0409,1100000000.0,3904000000.0,,-3971000000.0,1100000000.0,-710000000.0,-1980000000.0,,2021,CRM,,26000000.0,,,,
3,-369000000.0,,-312000000.0,1524000000.0,-676000000.0,840000000.0,164000000.0,2669000000.0,-1968000000.0,126000000.0,,1785000000.0,0.0,4145000000.0,840000000.0,-330000000.0,-1000000000.0,1476000000.0,1524000000.0,4331000000.0,0.0,840000000.0,-0.0296,15000000.0,3011000000.0,,-2980000000.0,982000000.0,-643000000.0,-1968000000.0,,2020,CRM,,-39000000.0,,,,
4,-5115000000.0,,464000000.0,761000000.0,1306000000.0,704000000.0,2010000000.0,2543000000.0,402000000.0,1110000000.0,,1283000000.0,0.0,2669000000.0,704000000.0,-172000000.0,-923000000.0,126000000.0,741000000.0,3398000000.0,0.0,704000000.0,-0.0058,74000000.0,1719000000.0,,-5308000000.0,287000000.0,-595000000.0,402000000.0,,2019,CRM,,26000000.0,,,,
5,-25000000.0,,390000000.0,1009000000.0,-429000000.0,650000000.0,221000000.0,1607000000.0,-1452000000.0,360000000.0,,997000000.0,0.0,2543000000.0,650000000.0,24000000.0,-719000000.0,936000000.0,978000000.0,2738000000.0,0.0,650000000.0,-0.0344,392000000.0,1376000000.0,,-2011000000.0,-39000000.0,-534000000.0,-1452000000.0,,2018,CRM,,-12000000.0,,,,
6,-3193000000.0,,446000000.0,1209000000.0,597000000.0,401000000.0,998000000.0,1158000000.0,973000000.0,323000000.0,,820000000.0,0.0,1607000000.0,401000000.0,-83000000.0,-633000000.0,449000000.0,789000000.0,2162000000.0,0.0,401000000.0,-0.0004,69000000.0,1133000000.0,,-2684000000.0,35000000.0,-464000000.0,973000000.0,,2017,CRM,,-27000000.0,,,,
7,-58680000.0,,640436000.0,0.0,-382330000.0,455482000.0,73152000.0,908117000.0,-967710900.0,-47426000.0,,593628000.0,0.0,1158363000.0,455482000.0,311997000.0,-582425000.0,250246000.0,535219000.0,1672081000.0,-177011000.0,455482000.0,-0.0278,0.0,872291000.0,,-1487878000.0,253986000.0,-284476000.0,-967710900.0,,2016,CRM,,-7109000.0,,,,
8,38071000.0,,523745000.0,0.0,-627200000.0,308989000.0,-318211000.0,781635000.0,-542782000.0,-262688000.0,,564765000.0,0.0,908117000.0,308989000.0,139108000.0,-544610000.0,126482000.0,559466000.0,1181444000.0,96805000.0,308989000.0,0.0155,0.0,745558000.0,,-698360000.0,159973000.0,-290454000.0,-542782000.0,,2015,CRM,,-38391000.0,,,,
9,-2617302000.0,,452481000.0,8144000.0,1369159000.0,220931000.0,1598234000.0,747245000.0,484857100.0,-232175000.0,,503280000.0,0.0,781635000.0,220931000.0,-1264000.0,-424702000.0,34390000.0,495350000.0,875469000.0,0.0,220931000.0,0.0286,0.0,613558000.0,,-2431555000.0,-29043000.0,-299110000.0,484857100.0,,2014,CRM,,-7758000.0,,,,
0,-2106476000.0,-2827394000.0,-865484000.0,-81856000.0,93258000.0,-2829334000.0,-5645326000.0,7889833000.0,,7003530000.0,,1913051000.0,-2827394000.0,9045032000.0,-2829334000.0,-1185363000.0,0.0,1155199000.0,1644098000.0,9524268000.0,12178000.0,-2829334000.0,-0.0436,-261913000.0,2281085000.0,,-2622470000.0,-171217000.0,-528172000.0,,,2023,ACN,113251000.0,-101273000.0,-219082000.0,,,
1,-3555211000.0,-2457306000.0,-2926228000.0,-69953000.0,-16453000.0,-2767314000.0,-5311026000.0,8168174000.0,,6988960000.0,,1679789000.0,-2457306000.0,7889833000.0,-2767314000.0,-806567100.0,-2412000000.0,-278341000.0,1466495000.0,9541129000.0,12580000.0,-2767314000.0,-0.0429,1271999000.0,2088216000.0,,-4260629000.0,374349000.0,-717998000.0,,,2022,ACN,473313000.0,-247815000.0,-195975000.0,,,
2,-3757570000.0,-2236094000.0,-2349948000.0,-45096000.0,-7798000.0,-2637349000.0,-4926337000.0,8415330000.0,,5990545000.0,,1342951000.0,-2236094000.0,8168174000.0,-2637349000.0,32328900.0,-1472000000.0,-247156000.0,1403881000.0,8975148000.0,27936000.0,-2637349000.0,-0.0379,1445010000.0,1891242000.0,,-4309766000.0,825472000.0,-580132000.0,,,2021,ACN,111795000.0,13799000.0,-342849000.0,,,
3,-1301206000.0,-2037733000.0,444154000.0,-44101000.0,-6719000.0,-1960539000.0,-4049092000.0,6126853000.0,,5185313000.0,,1197806000.0,-2037733000.0,8415330000.0,-1960539000.0,131825000.0,722000000.0,2288477000.0,1368757000.0,8215152000.0,5819000.0,-1960539000.0,-0.0553,-7845000.0,1773124000.0,,-1894519000.0,-359682000.0,-599132000.0,,,2020,ACN,55198000.0,16936000.0,-243867000.0,,,
4,-1165120000.0,-1864353000.0,-422619000.0,-55377000.0,-4772000.0,-1842669000.0,-3767171000.0,5061360000.0,,4846241000.0,,1093253000.0,-1864353000.0,6126853000.0,-1842669000.0,-21419000.0,-526000000.0,1065493000.0,996893100.0,6626953000.0,8553000.0,-1842669000.0,-0.0489,386930000.0,892760000.0,,-1755576000.0,177186000.0,-599009000.0,,,2019,ACN,-162916000.0,-38713000.0,-87522000.0,,,
5,-637349000.0,-1708724000.0,-855574000.0,-110161000.0,-4195000.0,-1885948000.0,-3709028000.0,4126860000.0,,4214594000.0,,976908000.0,-1708724000.0,5061360000.0,-1885948000.0,-193196000.0,-711000000.0,934500000.0,1070908000.0,6026691000.0,6932000.0,-1885948000.0,-0.0474,646416000.0,926776000.0,,-1249604000.0,-167971000.0,-619187000.0,,,2018,ACN,183933000.0,-133559000.0,7609000.0,,,
6,-1728223000.0,-1567578000.0,-515775000.0,-17531000.0,-2120000.0,-1973006000.0,-3560235000.0,4905609000.0,,3634932000.0,,795235000.0,-1567578000.0,4126860000.0,-1973006000.0,-444067000.0,-73000000.0,-778749000.0,892262000.0,4973039000.0,10263000.0,-1973006000.0,-0.0506,-117725000.0,801789000.0,,-2233879000.0,173712000.0,-515919000.0,,,2017,ACN,15721000.0,42326000.0,88123000.0,,,
7,-118004000.0,-1438138000.0,-262448000.0,-36389000.0,-1059000.0,-2013632000.0,-3489218000.0,4360766000.0,,4349603000.0,,758176000.0,-1438138000.0,4905609000.0,-2013632000.0,-332842000.0,-370068000.0,544843000.0,-24707000.0,4667400000.0,-10000000.0,-2013632000.0,-0.0679,386018000.0,729052000.0,,-610350000.0,72626000.0,-492346000.0,,,2016,ACN,-158970000.0,-22989000.0,-53706000.0,,,
8,-781151000.0,-1353471000.0,-253309000.0,-34712000.0,701000.0,-1898840000.0,-3286322000.0,4921305000.0,,3273789000.0,,680329000.0,-1353471000.0,4360766000.0,-1898840000.0,208725000.0,-427125000.0,-560539000.0,285602000.0,4176163000.0,0.0,-1898840000.0,-0.0734,586548000.0,645923000.0,,-1170384000.0,113548000.0,-389233000.0,,,2015,ACN,189063000.0,-279996000.0,-237876000.0,,,
9,-740067000.0,-1254916000.0,-332996000.0,89894000.0,543000.0,-2000937000.0,-3165416000.0,5631885000.0,,3175958000.0,,671301000.0,-1254916000.0,4921305000.0,-2000937000.0,-994760000.0,-704532000.0,-710580000.0,579194000.0,3486085000.0,0.0,-2000937000.0,-0.0952,-138618000.0,620743000.0,,-1056411000.0,72526000.0,-316344000.0,,,2014,ACN,108860000.0,25162000.0,104950000.0,,,
0,-410904000.0,-3031207000.0,-660607200.0,-262346400.0,-1802710000.0,-1580400000.0,-6676663000.0,9374933000.0,1970232000.0,1799549000.0,,1508755000.0,-3031207000.0,9490829000.0,-1580400000.0,1124191000.0,156986400.0,115896000.0,2880542000.0,5949679000.0,22340425.5319,-1580400000.0,0.0389,173404255.3191,1997626000.0,,702751200.0,171736800.0,,1970232000.0,-857630400.0,2022,SAP,1456075000.0,141182400.0,-1851175000.0,,,
1,-524315700.0,-2131532000.0,-597422900.0,41122800.0,-772194900.0,-1704312000.0,-4565773000.0,6070182000.0,-2056140000.0,6034771000.0,,-258159800.0,-2131532000.0,6066755000.0,-1704312000.0,2888877000.0,937828300.0,-4569200.0,-1293084000.0,8217706000.0,117283950.6173,-1704312000.0,0.0668,361728395.0617,2091551000.0,,-3410908000.0,334693900.0,,-2056140000.0,-831594400.0,2020,SAP,2213777000.0,-244452200.0,-1503267000.0,,,
